Order ID,Order Date,Customer ID,Customer Name,Location,Product Category,Product Name,Quantity Sold,Unit Price,Discount (%),Salesperson,Payment Method,Order Status,Total Sales,Profit Margin,Revenue,Month,Year,Total Sales Revenue
ffb341bb-93b6-4904-a162-ce9d417f887d,06-10-2022,b7bef844-fd9e-4f92-b217-70be1ffcd65b,Priya Jain,Bangalore (Urban),Clothing,Anarkali Suit,4,128.97,20.04,Charles Smith,Credit Card,Cancelled,412.5,143.53,5921818.18,October,2022,495.84
ffb2e571-e2cb-4379-9be9-694e6112ad6c,08-08-2022,5e3644ea-f877-4dad-a306-289be885dd03,Rahul Jain,Jharkhand (Rural),Beauty,Generic Product,3,182.37,18.78,Mary Scott,Gift Card,Completed,444.36,154.62,5921405.68,August,2022,528.33
ffaa2baa-dc0a-45e1-ab35-2c4812162989,11-03-2020,331abfcc-cbd0-4502-b8a9-9978103a20d6,Rahul Iyer,Pune (Urban),Sports,Generic Product,6,367.94,20.94,Johnny Marshall,Credit Card,Pending,1745.36,607.31,5920961.32,March,2020,2186.7
ffa21d4f-b9d5-43d3-bacb-032121121db1,04-01-2023,0edb1d84-ed19-41a1-8445-2024fc507b36,Gaurav Nair,Delhi (Urban),Beauty,Generic Product,10,334.13,2.82,Jason Nelson,Debit Card,Returned,3247.08,1129.84,5919215.96,January,2023,3338.48
ff9a82b6-8d6d-40eb-b248-ba7d82b4c102,05-02-2019,b21f780b-daee-4bc4-b7b6-afe978365876,Lakshmi Desai,Kolkata (Urban),Sports,Generic Product,2,264.17,14.62,Christina Thompson,Credit Card,Completed,451.1,156.96,5915968.88,February,2019,513.72
ff9658ac-e73d-456b-802d-fe15e94c888a,12-03-2019,a8c7bc59-2b5c-4b80-a99f-5dd73fb641bb,Shalini Chatterjee,Bihar (Rural),Electronics,Generic Product,3,479.32,27.95,Michelle Garza,Amazon Pay,Pending,1036.05,360.5,5915517.78,March,2019,1410.01
ff6777ad-7019-46d1-87b8-c66c887b11d5,26-01-2020,3c571447-a683-424d-b812-e93b4c299548,Priya Desai,Madhya Pradesh (Rural),Electronics,Generic Product,8,69.1,0.57,Joseph Brooks,Gift Card,Cancelled,549.65,191.25,5914481.73,January,2020,552.23
ff5d1746-0a3e-4fd6-9439-2a8b49c8d678,01-01-2023,25f86eab-c3f0-4566-94fd-e5e175cbd9ac,Sneha Joshi,Palakkad (Rural),Clothing,Silk Saree,4,242.22,1.4,Caleb Camacho,PayPal,Cancelled,955.32,332.41,5913932.08,January,2023,967.48
ff52719b-d382-4ef0-992c-bc58d10520f2,23-06-2020,bb15452b-d5c6-4420-85b1-666c0c59883a,Aishwarya Nair,Madhya Pradesh (Rural),Sports,Generic Product,7,375.03,4.71,Jason Nelson,Credit Card,Cancelled,2501.56,870.43,5912976.76,June,2020,2620.5
ff522f37-4a69-4629-9b83-4a497293ce0b,06-04-2023,c08bcaca-6d78-4330-8a31-bc9a54ef44f1,Rohan Banerjee,Kolkata (Urban),Toys,Generic Product,5,370.83,17.76,Christina Thompson,Amazon Pay,Cancelled,1524.85,530.58,5910475.2,April,2023,1836.39
ff460509-7cd8-4d6a-8986-b9d5594047f3,12-07-2024,f7796b66-512e-43d8-b00a-ee5155b2ce1a,Aarav Kumar,Kalahandi (Rural),Clothing,Silk Saree,7,137.57,4.59,Emily Matthews,Amazon Pay,Returned,918.79,319.7,5908950.35,July,2024,958.4
ff409f34-e00d-46a0-8ff6-ba4bb97fd8dc,26-11-2019,8d10fd01-320d-4a0c-b135-1f92644e1e82,Deepak Shah,Pune (Urban),Toys,Generic Product,1,119.49,11.37,Roger Brown,Amazon Pay,Pending,105.9,36.85,5908031.56,November,2019,108.12
ff355795-0b3f-412b-9a89-d84be9217087,11-03-2024,dad73143-542a-4290-8ef4-fbb9e39b21dc,Deepak Jain,Uttar Pradesh (Rural),Books,The Immortals of Meluha,7,47.61,6.96,Caitlyn Boyd,PayPal,Pending,310.07,107.89,5907925.66,March,2024,326.31
ff34d8c9-6b78-4d75-8370-1ca538662377,05-06-2023,a2662098-670e-457a-9995-be8864732001,Riya Chatterjee,Bangalore (Urban),Electronics,Generic Product,3,315.63,29.55,Johnny Marshall,Credit Card,Cancelled,667.08,232.11,5907615.59,June,2023,917.34
ff339d03-06f5-4537-9d21-6292c5095d7e,22-02-2020,68fa9916-f42a-4396-bbdc-00fb0eae77f2,Anjali Singh,Kolkata (Urban),Home & Kitchen,Mixie Grinder,4,462.44,26.1,Jason Nelson,PayPal,Pending,1366.97,475.64,5906948.51,February,2020,1823.66
ff2df6b4-8f8c-400a-b946-67b13e07e3b8,08-02-2024,298b46ab-1073-4f0b-8e66-cb5621d64e8c,Divya Kulkarni,Hyderabad (Urban),Sports,Generic Product,9,54.77,7.91,Kristen Ramos,Debit Card,Pending,453.94,157.95,5905581.54,February,2024,485.02
ff2b3788-ec1e-4ff7-bf83-f19d2ec0ca35,04-11-2023,169deb96-58b1-41d4-b3f8-b18403fefaa3,Rahul Sharma,Palakkad (Rural),Books,The Immortals of Meluha,8,159.33,23.27,Steven Coleman,Debit Card,Completed,978.03,340.31,5905127.6,November,2023,1251.37
ff06fc01-22fd-4225-8556-eca850b26105,02-06-2024,6e6dd04a-29c2-4b81-9de9-e99a22e06d37,Deepak Shah,Hyderabad (Urban),Electronics,Generic Product,2,138.33,29.05,Susan Edwards,Debit Card,Pending,196.29,68.3,5904149.57,June,2024,247.61
ff06a32b-c30e-44b2-9cad-53c30307f960,11-08-2023,6736c3ec-2587-4130-97b4-6f559414bab4,Shalini Gupta,Chennai (Urban),Electronics,Generic Product,2,404.1,1.34,Jason Nelson,PayPal,Cancelled,797.37,277.45,5903953.28,August,2023,806.86
feed8919-6e7a-4789-b9a1-62704b47cfa7,28-11-2021,5f66a2af-2684-4853-af37-082997977622,Shalini Jain,Ahmedabad (Urban),Toys,Generic Product,8,470.88,6.28,Caitlyn Boyd,Credit Card,Cancelled,3530.47,1228.44,5903155.91,November,2021,3760.76
fecebe67-390d-4585-9f3b-a6ba6ff31664,17-11-2022,beecb06f-bebf-4192-84a2-7ef795ebce0c,Riya Shah,Bihar (Rural),Electronics,Generic Product,2,157.15,24.05,Charles Smith,Gift Card,Returned,238.71,83.06,5899625.44,November,2022,290.25
fec3a4cb-2c61-412f-b587-f4148a249e3f,13-06-2020,e0d56bb2-7c77-4d17-b09a-d54b26d6b5c7,Aishwarya Shah,Bihar (Rural),Toys,Generic Product,1,234.23,9.89,Sandra Luna,Gift Card,Completed,211.06,73.44,5899386.73,June,2020,224.34
febc8ee1-a99a-433d-9801-3122a9aa16e0,21-01-2019,6c741970-a178-4b03-b450-620c8525599c,Shalini Patel,Kalahandi (Rural),Toys,Generic Product,6,336.37,24.13,Joseph Brooks,Amazon Pay,Completed,1531.22,532.79,5899175.67,January,2019,1994.09
fe840d4f-4593-40ea-8ce3-d2849ecb1929,03-01-2020,7881edcf-7e25-44ed-93be-50724dc58110,Rahul Banerjee,Bangalore (Urban),Beauty,Generic Product,6,368.05,10.98,Kristen Ramos,Credit Card,Cancelled,1965.83,684.02,5897644.45,January,2020,2197.32
fe6614be-487a-4210-93ba-1bdf58b9a212,09-09-2019,bc9d45e6-5e80-41e2-b6e8-c45416de835b,Aarav Chatterjee,Alwar (Rural),Sports,Generic Product,4,392.87,24.63,Christina Thompson,Credit Card,Returned,1184.42,412.12,5895678.62,September,2019,1546.85
fe4cca32-6546-49c6-936e-39f57209649e,02-09-2024,fba8d8b8-09af-49c1-86b7-78b5907604f1,Divya Kulkarni,Kalahandi (Rural),Beauty,Generic Product,3,287.37,3.42,Johnny Marshall,Debit Card,Pending,832.63,289.72,5894494.2,September,2024,858.69
fe343e41-06ea-4f2e-b68e-fd2c038f7b7f,21-11-2024,c38f539f-c685-432d-a726-5657b5344879,Shalini Jain,Alwar (Rural),Home & Kitchen,Steel Thali Set,3,384.25,14.37,Crystal Williams,Credit Card,Returned,987.1,343.47,5893661.57,November,2024,1138.38
fe0605b0-af21-464d-9377-ae3b990cd280,09-05-2020,8aeb48e0-70ff-456b-a2d7-6d460fd67307,Gaurav Kumar,Jharkhand (Rural),Beauty,Generic Product,4,448.01,7.02,Roger Brown,Amazon Pay,Pending,1666.24,579.78,5892674.47,May,2020,1785.02
fdee3e88-0ea3-4565-a372-788420e5745b,08-01-2021,38fbb56d-4f56-47aa-b974-a141660b98cf,Divya Rao,Bihar (Rural),Home & Kitchen,Pressure Cooker,10,245.94,3.51,Roger Brown,PayPal,Completed,2373.08,825.72,5891008.23,January,2021,2455.89
fdeae106-74c9-4cb1-9423-2bed43afdc12,14-03-2024,07f36ccc-53bd-4b1a-a422-f41d1f23697b,Lakshmi Rao,Palakkad (Rural),Electronics,Generic Product,5,74.26,21.23,Roger Brown,Gift Card,Completed,292.47,101.77,5888635.15,March,2024,350.07
fdddee01-20c4-45fd-a427-2779eca42d47,24-01-2021,2383da23-6d12-488a-b68f-14f9d055b8fd,Aishwarya Desai,Jharkhand (Rural),Toys,Generic Product,6,17.35,24.86,Michelle Garza,PayPal,Returned,78.22,27.22,5888342.68,January,2021,79.24
fdd87c57-0fe4-4da3-8212-7c4b8aab663a,11-09-2021,c828b243-4212-4976-9f3d-d304c727e6db,Sanjay Desai,Bihar (Rural),Toys,Generic Product,10,307.55,19.45,Emily Matthews,PayPal,Returned,2477.32,861.99,5888264.46,September,2021,3056.05
fdab0de9-ff1e-4149-a814-8fa349d71683,19-07-2024,b90ebe59-7175-406e-b474-7656d71a3e7a,Priya Gupta,Mumbai (Urban),Books,Train to Pakistan,1,377.26,15.08,Christina Thompson,Debit Card,Completed,320.37,111.47,5885787.14,July,2024,362.18
fda75603-ec65-482d-ae01-78a00b67721f,17-04-2023,0a617603-34a9-4bc4-a8c0-081f351ec025,Arjun Gupta,Jharkhand (Rural),Books,The God of Small Things,3,292.17,22.76,Caleb Camacho,PayPal,Pending,677.02,235.57,5885466.77,April,2023,853.75
fda20ce1-3541-463c-bbdb-18d3a14b4b51,08-06-2019,c83be282-db49-4c01-9059-f5b7dbeacf67,Sneha Gupta,Palakkad (Rural),Toys,Generic Product,9,272.52,13.31,Caleb Camacho,Debit Card,Pending,2126.23,739.83,5884789.75,June,2019,2439.37
fd9fb1cf-b814-4b91-aeda-ce40fdac1610,15-02-2023,924d955a-0d38-42fd-9611-4417e787c46e,Rohan Singh,Madhya Pradesh (Rural),Sports,Generic Product,9,64.37,28.31,Sandra Luna,Debit Card,Completed,415.32,144.51,5882663.52,February,2023,551.02
fd8e8e62-1888-44ae-acd5-88d56aa758eb,06-07-2020,9baecdb1-e458-43a2-ab99-51bef7799e71,Arjun Desai,Delhi (Urban),Books,2 States,2,241.99,0.24,Michelle Andersen,Credit Card,Completed,482.82,168,5882248.2,July,2020,483.74
fd8b10bf-543f-46a4-a574-0239725bdd24,08-12-2019,92ac8e79-90db-46f3-9ed1-2655b382873b,Rohan Desai,Mumbai (Urban),Home & Kitchen,Mixie Grinder,7,367.87,11.89,Christina Thompson,Debit Card,Returned,2268.91,789.48,5881765.38,December,2019,2563.2
fd864a33-145e-4c31-988c-8ea1c7b4b65f,23-05-2022,a49c1c32-e128-4538-8b0e-4108dedb4246,Lakshmi Nair,Bihar (Rural),Electronics,Generic Product,7,61.87,19.37,Bradley Howe,Debit Card,Cancelled,349.2,121.51,5879496.47,May,2022,413.72
fd84e8eb-c24e-4a0b-be3c-4465e7de93f6,20-07-2024,0f61eb23-e92a-45c5-9bec-69129c952a72,Sanjay Kumar,Chhattisgarh (Rural),Books,The White Tiger,10,435.51,6.49,Diane Andrews,Credit Card,Returned,4072.45,1417.03,5879147.27,July,2024,4348.61
fd71c587-5fc4-42d9-92ac-ef4f160a71f5,28-01-2021,12438d3e-7859-466c-a616-f4253179652e,Kiran Banerjee,Delhi (Urban),Electronics,Generic Product,7,161.48,20.34,Diane Andrews,Debit Card,Pending,900.44,313.31,5875074.82,January,2021,1110.02
fd60ca02-09db-471d-ac34-d3d8c0c41936,05-07-2020,56050027-95c7-4aa0-944b-8f9a65ce4d88,Sneha Reddy,Kalahandi (Rural),Toys,Generic Product,6,407.35,16.29,Johnny Marshall,Gift Card,Returned,2045.96,711.9,5874174.38,July,2020,2427.81
fd5b1278-4c25-4358-b4ae-48a79b555dfe,14-03-2023,9df95022-920a-467e-a9c2-57f78ffaf660,Anjali Reddy,Bihar (Rural),Beauty,Generic Product,9,39.94,21.81,Caleb Camacho,Credit Card,Cancelled,281.06,97.8,5872128.42,March,2023,337.65
fd5a0b1b-e0f5-4322-8e4b-6776678ede97,05-01-2021,788ae47a-1fa0-445b-8532-bfe1b895c738,Aishwarya Desai,Chhattisgarh (Rural),Home & Kitchen,Non-Stick Tawa,10,409.5,18.11,Charles Smith,Credit Card,Completed,3353.4,1166.83,5871847.36,January,2021,4076.89
fd456faa-e56d-4ba9-881e-6b13363a3a47,03-02-2023,7ac2fcac-096f-479a-a6ad-335bc5fd9479,Kiran Jain,Jharkhand (Rural),Books,Train to Pakistan,5,45.48,14.59,Michelle Andersen,PayPal,Cancelled,194.22,67.58,5868493.96,February,2023,212.81
fd0126d2-0459-4920-ad96-dcaad8a410d3,08-09-2022,4b43abcc-bf67-4af8-96d4-8b9ef8e5a501,Kavita Joshi,Jharkhand (Rural),Beauty,Generic Product,5,38.23,21.7,Christina Thompson,PayPal,Pending,149.67,52.08,5868299.74,September,2022,169.45
fcfe2356-0c56-417c-ae1d-270ea3d00c33,22-12-2019,36670fe0-98a3-4f21-909e-9a070cb7f008,Anjali Kulkarni,Uttar Pradesh (Rural),Sports,Generic Product,10,316.66,11.23,Johnny Marshall,Gift Card,Pending,2810.99,978.1,5868150.07,December,2019,3155.37
fcf27fa7-d2f5-4ad7-bf4c-9eb18c258001,27-10-2023,b35fe91e-6e12-4e5f-83c8-69bd52123344,Sanjay Iyer,Hyderabad (Urban),Toys,Generic Product,8,66.96,14.46,Caleb Camacho,Gift Card,Pending,458.22,159.44,5865339.08,October,2023,521.22
fcefe294-6d16-41d3-ac57-6107fd84f9b8,01-12-2021,3d8f64f6-22fa-4166-9bb3-c866bf38c26c,Kiran Gupta,Uttar Pradesh (Rural),Clothing,Cotton Kurta,2,158,26.46,Steven Coleman,PayPal,Returned,232.39,80.86,5864880.86,December,2021,289.54
fcdda3e4-5f7a-4d52-8f3e-b426d2ccb403,23-11-2022,c75cc6f4-461e-4fc1-91d4-03f715abffc5,Neha Patel,Hyderabad (Urban),Electronics,Generic Product,7,124.62,9.08,Susan Edwards,Credit Card,Completed,793.13,275.97,5864648.47,November,2022,863.26
fcd877bf-eb19-47f5-b722-9b06128489e7,10-12-2022,256c4056-cb20-4990-9f93-836b5ce1e61f,Rohan Gupta,Ahmedabad (Urban),Toys,Generic Product,1,158.8,9.23,Christina Thompson,Gift Card,Pending,144.14,50.15,5863855.34,December,2022,149.57
fcd3d442-cc5d-481f-9e11-3e4e97c17334,09-06-2022,8c08d942-cf44-4b67-ac15-797bb0eb86e8,Arjun Jain,Alwar (Rural),Sports,Generic Product,6,454.32,10.26,Bradley Howe,Amazon Pay,Cancelled,2446.24,851.18,5863711.2,June,2022,2715.66
fcd14189-dd9f-4ea1-b302-042e3d55ea34,12-10-2023,9d952985-a734-41ca-8746-034a749b9f25,Shalini Gupta,Bihar (Rural),Books,Midnight's Children,9,15.27,23.79,Christina Thompson,Amazon Pay,Pending,104.74,36.44,5861264.96,October,2023,113.64
fcccecdb-fb89-43b8-92c7-66bf4c77ee7e,04-03-2023,ed81cb93-42b7-4de8-9cf5-87eb4a215ad6,Aarav Gupta,Chhattisgarh (Rural),Home & Kitchen,Masala Dabba,8,302.66,9.91,Michelle Andersen,Amazon Pay,Pending,2181.33,759,5861160.22,March,2023,2411.37
fcb835d2-46dd-48c2-a872-0b33ea2c13c6,13-01-2022,1dd5b076-0118-4a6a-b660-00315cf20d6f,Rohan Shah,Mumbai (Urban),Toys,Generic Product,8,9.57,2.44,Bradley Howe,PayPal,Completed,74.69,25.99,5858978.89,January,2022,74.12
fcb062c1-56ba-4839-a275-f09f02a34207,23-08-2022,f7087033-7ced-439c-abff-fe208af515ee,Aishwarya Nair,Hyderabad (Urban),Books,Midnight's Children,10,482.65,13.4,Christina Thompson,Debit Card,Cancelled,4179.75,1454.36,5858904.2,August,2022,4813.1
fc988f32-61ee-4e26-9d1b-65ccef00665f,16-01-2022,1043bdcc-d7f1-45b8-a1c6-fd723bf232d8,Rahul Kumar,Bangalore (Urban),Beauty,Generic Product,9,235.58,18.7,Steven Coleman,Gift Card,Returned,1723.74,599.78,5854724.45,January,2022,2101.52
fc6a96fc-67ff-4db5-b53d-5332d3f28dcf,11-01-2019,411de139-1a24-49e9-9ecf-eb72ea555677,Arjun Rao,Jharkhand (Rural),Books,The White Tiger,10,369.05,17.6,Roger Brown,Gift Card,Pending,3040.97,1058.12,5853000.71,January,2019,3672.9
fc5fc4d3-3cce-47e6-9bf3-6c7db7903797,30-07-2023,a5454c71-0135-44ae-9ca3-82e272629701,Rahul Desai,Palakkad (Rural),Toys,Generic Product,4,472.07,24.21,Christina Thompson,Gift Card,Completed,1431.13,497.97,5849959.74,July,2023,1864.07
fc55eda4-0f29-439a-875c-5bbcb67aaa1a,23-07-2020,7fb99ad9-bd95-44a1-9d08-b0e2edb9e26a,Rahul Iyer,Delhi (Urban),Clothing,Lehenga Choli,3,80.53,3.61,Michelle Andersen,Credit Card,Cancelled,232.87,81.03,5848528.61,July,2020,237.98
fc487324-5917-47a1-8bd5-8a0da1984223,29-05-2024,dcb2ab1b-fd34-47f6-9745-f32d144c38d9,Lakshmi Desai,Palakkad (Rural),Sports,Generic Product,3,38.85,27.26,Bradley Howe,Amazon Pay,Cancelled,84.78,29.5,5848295.74,May,2024,89.29
fc26eb8d-4fe8-4f3b-8eef-75860b1919e1,25-09-2022,9aff3a56-1036-4edc-ab7a-f5e8a383b51a,Siddharth Rao,Jharkhand (Rural),Books,The Immortals of Meluha,10,86.99,20.42,Adam Smith,Debit Card,Completed,692.27,240.88,5848210.96,September,2022,849.48
fc167164-938b-42aa-92c3-7d9fbe2ff326,08-01-2022,b87bbc37-d14c-414f-9e2a-a5c4a758082f,Rohan Joshi,Bangalore (Urban),Electronics,Generic Product,10,313.77,6.94,Bradley Howe,Credit Card,Returned,2919.94,1016.01,5847518.69,January,2022,3130.76
fc097125-f8bc-44d1-8436-0bab1e38e82a,02-01-2020,719c7bb7-f948-4d2c-84da-729dc54e34d5,Neha Kumar,Delhi (Urban),Sports,Generic Product,4,403.84,18.7,Diane Andrews,PayPal,Returned,1313.29,456.97,5844598.75,January,2020,1596.66
fbfb393d-1d92-4d46-b243-5bfd6bf0d0dd,20-11-2020,5723d765-edc5-4284-89e6-ad7e59d61942,Deepak Patel,Pune (Urban),Clothing,Bandhani Dupatta,4,20,17.87,Joseph Brooks,Gift Card,Returned,65.7,22.86,5843285.46,November,2020,62.13
fbf8de03-89cd-4da5-995a-bf293f0cd92b,10-07-2023,fdd73516-8ad9-4943-8192-dfd554a5be43,Siddharth Banerjee,Madhya Pradesh (Rural),Books,The Immortals of Meluha,6,203.17,21.05,Steven Coleman,Amazon Pay,Cancelled,962.42,334.88,5843219.76,July,2023,1197.97
fbe417c5-7dc0-4d91-8a41-f2bec031fef7,24-10-2020,ac696c2a-5621-4214-8ca2-e8d64bb8ff07,Sanjay Kumar,Delhi (Urban),Home & Kitchen,Ceiling Fan,4,41.07,2.33,Kristen Ramos,Credit Card,Cancelled,160.45,55.83,5842257.34,October,2020,161.95
fbe26ebd-a988-4394-b215-32236a57196f,04-08-2019,a9340b0f-50a9-4a5f-8365-578822909e83,Riya Gupta,Palakkad (Rural),Toys,Generic Product,8,480.67,4.32,Crystal Williams,Credit Card,Cancelled,3679.24,1280.21,5842096.89,August,2019,3841.04
fbd98bb4-8196-4b94-a415-0ce3f5678f49,16-02-2024,a67d7e81-5783-489f-b9d8-e9aef7a7f7cb,Deepak Rao,Pune (Urban),Home & Kitchen,Mixie Grinder,3,138.05,11.44,Charles Smith,Gift Card,Completed,366.77,127.62,5838417.65,February,2024,402.71
fbd6a650-c8f6-4e48-8a13-b1c242f4538d,24-06-2024,13608523-b251-4585-a429-9c87f98e71ab,Siddharth Desai,Madhya Pradesh (Rural),Clothing,Sherwani,1,13.46,6.08,Charles Smith,Gift Card,Returned,12.64,4.4,5838050.88,June,2024,7.38
fbca0d03-0327-47a3-b8b1-6d66c5f2333a,20-09-2021,fb23e956-31e6-4b68-8d1a-7ad9d09a89b1,Aarav Singh,Delhi (Urban),Electronics,Generic Product,10,89.92,8.05,Susan Edwards,Credit Card,Cancelled,826.81,287.69,5838038.24,September,2021,891.15
fbbea10a-fd9d-4672-a857-13ee415aad43,27-11-2022,82bc6b65-6f9f-4768-b139-0bdfbcf9b2f1,Kavita Kulkarni,Chennai (Urban),Toys,Generic Product,2,419.84,11.76,Johnny Marshall,Amazon Pay,Completed,740.93,257.81,5837211.43,November,2022,827.92
fba78ac2-0f99-4a8e-ba3d-30e154ff9de8,29-12-2020,856c4928-01b3-4860-b490-3afc44d0a63a,Kavita Patel,Alwar (Rural),Beauty,Generic Product,2,320.36,29.09,Johnny Marshall,Amazon Pay,Cancelled,454.33,158.09,5836470.5,December,2020,611.63
fb9e0d42-1ce9-4fd7-a34b-0aea81042208,19-05-2022,4ccf34a6-2465-4fe0-bbcc-21cc6b42a709,Deepak Patel,Uttar Pradesh (Rural),Clothing,Sherwani,5,444.12,14.34,Emily Matthews,Gift Card,Completed,1902.17,661.87,5836016.17,May,2022,2206.26
fb672118-09b3-4764-8621-94dd4c0a782d,22-04-2024,8080e9b2-d0c2-4c50-885d-083cd77ba538,Arjun Rao,Jharkhand (Rural),Clothing,Anarkali Suit,10,295.43,5.69,Michelle Garza,Gift Card,Cancelled,2786.2,969.47,5834114,April,2024,2948.61
fb614353-e302-4c42-b06f-02753a74e0f8,15-12-2022,979f4a87-6960-447c-8520-206f75403811,Neha Reddy,Ahmedabad (Urban),Sports,Generic Product,5,395.78,15.55,Susan Edwards,Debit Card,Returned,1671.18,581.49,5831327.8,December,2022,1963.35
fb5ec948-b5aa-4430-9042-d73dce55c564,05-05-2021,fb601a7b-915b-4068-9566-71b7e9231372,Divya Gupta,Kalahandi (Rural),Books,The Immortals of Meluha,8,318.31,9.98,Mary Scott,Gift Card,Returned,2292.34,797.63,5829656.62,May,2021,2536.5
fb5ce548-9c8f-4297-9ea3-37dc254631f0,09-10-2021,38b8c49d-9457-4e7c-846d-ac2fc2465cce,Rohan Sharma,Bihar (Rural),Electronics,Generic Product,7,190.61,7.19,Steven Coleman,Amazon Pay,Returned,1238.34,430.89,5827364.28,October,2021,1327.08
fb4fea9d-e613-48cf-82f6-b7634955a4ef,20-04-2022,16cca0e6-c137-4345-9e6b-977b061bbf7f,Siddharth Shah,Delhi (Urban),Home & Kitchen,Steel Thali Set,9,123.62,0.33,Susan Edwards,Debit Card,Pending,1108.91,385.85,5826125.94,April,2022,1112.25
fb493276-7d8e-4b0f-912f-7c12325c12c5,07-03-2022,610e8090-a80a-44e9-99b2-9c58dc4a34fd,Divya Sharma,Madhya Pradesh (Rural),Toys,Generic Product,1,277.01,3.72,Mary Scott,PayPal,Cancelled,266.71,92.8,5825017.03,March,2022,273.29
fb3bdb82-2590-43cc-8a30-d3df6b13ebbb,07-10-2020,8a174a87-6b0b-4d7c-a561-8f53bd0d0265,Aishwarya Joshi,Kolkata (Urban),Clothing,Cotton Kurta,4,462.57,20.57,Mary Scott,Debit Card,Completed,1469.68,511.38,5824750.32,October,2020,1829.71
fb38f415-936f-4b9c-81bf-fee0ef3ba13e,04-12-2024,97639eaa-0af5-4f74-b936-028e12bab46e,Priya Iyer,Delhi (Urban),Toys,Generic Product,7,299.56,20.25,Mary Scott,Credit Card,Cancelled,1672.29,581.88,5823280.64,December,2024,2076.67
fb27dcd5-aa3d-406c-b220-1fc0b0535702,10-05-2020,517d060e-05fc-4f71-a1a6-880d063068e2,Mohan Rao,Ahmedabad (Urban),Sports,Generic Product,9,139.48,28.84,Mary Scott,Amazon Pay,Returned,893.29,310.82,5821608.35,May,2020,1226.48
fb27271e-5a51-4e51-b7c0-13caa724fe6e,08-08-2022,d352e370-3902-4069-9ad0-9b75f8fdde90,Sneha Nair,Kolkata (Urban),Sports,Generic Product,6,270.98,0.35,Emily Matthews,Credit Card,Completed,1620.19,563.75,5820715.06,August,2022,1625.53
